표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7096240007,96240,청담러닝,청담러닝,"Chungdahm Learning, Inc.",2008.6.27,KOSDAQ,주권,우량기업부,보통주,500,7473826
KR7066360009,66360,체리부로,체리부로,"Cherrybro Co.,Ltd",2017.12.4,KOSDAQ,주권,중견기업부,보통주,500,46872374
KR7033250002,33250,체시스보통주,체시스,"CHASYS Co.,Ltd",1999.8.11,KOSPI,주권,,보통주,500,32000000
KR7047820006,47820,초록뱀미디어,초록뱀미디어,"CHOROKBAEM MEDIA CO.,LTD.",2002.12.24,KOSDAQ,주권,중견기업부,보통주,500,180870614
KR7052300001,52300,초록뱀컴퍼니,초록뱀컴퍼니,CHOROKBAEM COMPANY,2001.8.2,KOSDAQ,주권,중견기업부,보통주,500,83988429
KR7094360005,94360,칩스앤미디어,칩스앤미디어,"Chips&Media, Inc.",2015.8.5,KOSDAQ,주권,벤처기업부,보통주,500,9640315
KR7016920001,16920,카스,카스,Cas,1990.1.4,KOSDAQ,주권,중견기업부,보통주,500,23944698
KR7284620002,284620,카이노스메드,카이노스메드,"KAINOS MEDICINE, INC.",2018.6.8,KOSDAQ,주권,기술성장기업부,보통주,100,105401704
KR7293490009,293490,카카오게임즈,카카오게임즈,Kakao Games Corp.,2020.9.10,KOSDAQ,주권,우량기업부,보통주,100,74694062
KR7323410001,323410,카카오뱅크보통주,카카오뱅크,KakaoBank Corp.,2021.8.6,KOSPI,주권,,보통주,5000,475100237
KR7035720002,35720,카카오보통주,카카오,Kakao,2017.7.10,KOSPI,주권,,보통주,100,445698246
KR7377300009,377300,카카오페이보통주,카카오페이,kakaopay,2021.11.3,KOSPI,주권,,보통주,500,130367125
KR7042000000,42000,카페24,카페24,Cafe24 Corp.,2018.2.8,KOSDAQ,주권,기술성장기업부,보통주,500,22155902
KR7006380000,6380,카프로보통주,카프로,CAPRO,1974.5.28,KOSPI,주권,,보통주,500,40000000
KR7317530004,317530,캐리소프트,캐리소프트,"CARRIESOFT Co., Ltd.",2019.10.29,KOSDAQ,주권,기술성장기업부,보통주,500,6900196
KR7071850002,71850,캐스텍코리아,캐스텍코리아,"CASTEC KOREA CO.,LTD",2014.5.27,KOSDAQ,주권,중견기업부,보통주,500,16569188
KR7180400004,180400,캔서롭,캔서롭,"Cancer Rop Co., Ltd.",2015.11.20,KOSDAQ,주권,관리종목(소속부없음),보통주,500,28692885
KR7050110006,50110,캠시스,캠시스,CammSys Corp.,2001.5.17,KOSDAQ,주권,벤처기업부,보통주,500,73824118
KR7109070003,109070,컨버즈보통주,컨버즈,CONBUZZ,2009.3.17,KOSPI,주권,,보통주,500,16142806
HK0000341732,900310,컬러레이홀딩스,컬러레이,"Coloray International Investment Co., Limited",2017.8.10,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,54000000
KR7078340007,78340,컴투스,컴투스,Com2uS Corporation,2007.7.6,KOSDAQ,주권,우량기업부,보통주,500,12866420
KR7307930008,307930,컴퍼니케이파트너스,컴퍼니케이,COMPANY K PARTNERS LIMITED,2019.5.23,KOSDAQ,주권,중견기업부,보통주,500,15610000
KR7263700007,263700,케어랩스,케어랩스,"Carelabs Co.,Ltd",2018.3.28,KOSDAQ,주권,중견기업부,보통주,500,17236032
KR7327970000,327970,케어룸의료산업,케어룸의료산업,KAREROOM MEDICAL EQUIPMENT,2019.8.5,KONEX,주권,일반기업부,보통주,500,1000000
KR7214370009,214370,케어젠,케어젠,"Caregen Co.,LTD.",2015.11.17,KOSDAQ,주권,중견기업부,보통주,500,10743000
KR7221980006,221980,케이디켐,케이디켐,"KDCHEM CO., LTD.",2015.11.19,KOSDAQ,주권,중견기업부,보통주,500,4034800
KYG1990V1041,900280,케이만금세기차륜집단유한공사,골든센츄리,Cayman Golden Century Wheel Group Limited,2016.10.19,KOSDAQ,외국주권,외국기업(소속부없음),보통주,0.2,176573591
KR7001620004,1620,케이비아이동국실업보통주,케이비아이동국실업,KBI DONGKOOK IND,1990.9.15,KOSPI,주권,,보통주,500,87217977
KR7024840001,24840,케이비아이메탈,KBI메탈,"KBI METAL CO., LTD.",1994.12.29,KOSDAQ,주권,우량기업부,보통주,500,32950848
KR7323940007,323940,케이비제18호기업인수목적,케이비제18호스팩,KB No.18 Special Purpose Acquisition Company,2019.6.24,KOSDAQ,주권,SPAC(소속부없음),보통주,100,7822000
KR7330990003,330990,케이비제19호기업인수목적,케이비제19호스팩,KB No.19 Special Purpose Acquisition Company,2019.9.30,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4301000
KR7342550001,342550,케이비제20호기업인수목적,케이비제20호스팩,KB No.20 Special Purpose Acquisition Company,2020.1.30,KOSDAQ,주권,SPAC(소속부없음),보통주,100,6501000
KR7192250009,192250,케이사인,케이사인,"KSIGN CO., Ltd.",2014.4.28,KOSDAQ,주권,벤처기업부,보통주,100,70671257
KR7009440009,9440,케이씨그린홀딩스보통주,KC그린홀딩스,KC Green Holdings,1994.11.5,KOSPI,주권,,보통주,500,22434980
KR7029460003,29460,케이씨보통주,케이씨,KC,1997.11.25,KOSPI,주권,,보통주,500,13554044
KR7112190004,112190,케이씨산업,KC산업,KC INDUSTRY,2016.5.31,KONEX,주권,일반기업부,보통주,500,7125253
KR7021320007,21320,케이씨씨건설,KCC건설,"KCC ENGINEERING & CONSTRUCTION CO., LTD.",2001.8.21,KOSDAQ,주권,우량기업부,보통주,5000,21400000
KR7344820006,344820,케이씨씨글라스보통주,KCC글라스,KCC GLASS Corporation,2020.1.21,KOSPI,주권,,보통주,1000,15970512
KR7036670008,36670,케이씨아이,KCI,KCI Limited,2001.1.3,KOSDAQ,주권,우량기업부,보통주,500,11270000
KR7115500001,115500,케이씨에스,케이씨에스,Korea Computer & Systems Inc.,2010.4.14,KOSDAQ,주권,중견기업부,보통주,500,12000000
KR7119650000,119650,케이씨코트렐보통주,KC코트렐,KC Cottrell,2010.1.29,KOSPI,주권,,보통주,500,17600000
KR7281820001,281820,케이씨텍보통주,케이씨텍,KCTECH,2017.12.5,KOSPI,주권,,보통주,500,20861556
KR7089150007,89150,케이씨티,케이씨티,Korea Computer Terminal Inc.,2006.12.13,KOSDAQ,주권,중견기업부,보통주,500,17150000
KR7025880006,25880,케이씨피드,케이씨피드,"KC FEED CO., LTD.",1995.7.7,KOSDAQ,주권,중견기업부,보통주,500,16715858
KR7093320000,93320,케이아이엔엑스,케이아이엔엑스,"KINX, Inc.",2011.2.8,KOSDAQ,주권,우량기업부,보통주,500,4880000
KR7044450005,44450,케이에스에스 해운 보통주,KSS해운,KSS LINE,2007.10.26,KOSPI,주권,,보통주,500,23185880
KR7073010001,73010,케이에스피,케이에스피,"KSP CO., LTD",2004.12.17,KOSDAQ,주권,벤처기업부,보통주,500,36192257
KR7060720000,60720,케이에이치바텍,KH바텍,"KH VATEC Co., LTD",2002.5.21,KOSDAQ,주권,중견기업부,보통주,500,23677442
KR7226360006,226360,케이에이치이엔티,KH E&T,KH E&T,2015.10.22,KOSDAQ,주권,벤처기업부,보통주,100,67829526
KR7111870002,111870,케이에이치일렉트론,KH 일렉트론,KH ELECTRON,2010.11.5,KOSDAQ,주권,중견기업부,보통주,500,108313195
KR7105330005,105330,케이엔더블유,케이엔더블유,"KNW Co., Ltd.",2009.9.29,KOSDAQ,주권,벤처기업부,보통주,500,12135382
KR7058400003,58400,케이엔엔,KNN,KOREA NEW NETWORK CORPORATION,2010.11.3,KOSDAQ,주권,우량기업부,보통주,500,132429720
KR7272110008,272110,케이엔제이,케이엔제이,"KnJ Co., Ltd.",2019.10.25,KOSDAQ,주권,중견기업부,보통주,500,7382908
KR7039420005,39420,케이엘넷,케이엘넷,KL-Net Corp.,2002.3.12,KOSDAQ,주권,중견기업부,보통주,500,24154730
KR7083550004,83550,케이엠,케이엠,KM CORPORATION,2005.12.20,KOSDAQ,주권,우량기업부,보통주,500,10755114
KR7032500001,32500,케이엠더블유,케이엠더블유,KMW CO. LTD,2000.3.21,KOSDAQ,주권,우량기업부,보통주,500,39820883
KR7122450000,122450,케이엠에이치,KMH,"KMH Co., Ltd.",2011.5.25,KOSDAQ,주권,중견기업부,보통주,500,45335964
KR7052900008,52900,케이엠에이치하이텍,KMH하이텍,"KMH HITECH CO.,LTD",2005.1.18,KOSDAQ,주권,중견기업부,보통주,500,46885499
KR7225430008,225430,케이엠제약,케이엠제약,"KMPHARMACEUTICAL Co.,Ltd.",2015.10.8,KOSDAQ,주권,중견기업부,보통주,100,27887050
KR7092220003,92220,케이이씨 보통주,KEC,KEC Corporation,2006.10.16,KOSPI,주권,,보통주,500,130012260
KR7046440004,46440,케이지모빌리언스,KG모빌리언스,"KGMobilians Co., Ltd.",2004.12.14,KOSDAQ,주권,우량기업부,보통주,500,38825568
KR7035600006,35600,케이지이니시스,KG이니시스,"KGINICIS CO.,LTD.",2002.11.22,KOSDAQ,주권,우량기업부,보통주,500,27904434
KR7151860004,151860,케이지이티에스,KG ETS,"KG Eco Technology Services Co., Ltd.",2013.7.24,KOSDAQ,주권,우량기업부,보통주,500,36000000
KR7381970003,381970,케이카보통주,케이카,K Car,2021.10.13,KOSPI,주권,,보통주,500,48086533
KR7145270005,145270,케이탑리츠보통주,케이탑리츠,KTOPREITs,2012.1.31,KOSPI,부동산투자회사,,보통주,1000,46224127
KR7030200000,30200,케이티보통주,KT,KTCorporation,1998.12.23,KOSPI,주권,,보통주,5000,261111808
KR7030210009,30210,케이티비투자증권보통주,KTB투자증권,"KTB Investment & Securities Co., Ltd",1996.11.19,KOSPI,주권,,보통주,5000,60314092
KR7060370004,60370,케이티서브마린,KT서브마린,"KT Submarine Co., Ltd.",2002.2.15,KOSDAQ,주권,중견기업부,보통주,1000,21900000
KR7053210001,53210,케이티스카이라이프,스카이라이프,"KT Skylife Co., Ltd.",2011.6.3,KOSPI,주권,,보통주,2500,47821966
KR7058850009,58850,케이티씨에스보통주,KTcs,ktcs corporation,2010.9.16,KOSPI,주권,,보통주,500,42685000
KR7058860008,58860,케이티아이에스보통주,KTis,ktis Corporation,2010.12.17,KOSPI,주권,,보통주,500,34802000
KR7036030005,36030,케이티알파,케이티알파,kt alpha,1999.12.24,KOSDAQ,주권,중견기업부,보통주,1000,49019283
KR7033780008,33780,케이티앤지보통주,KT&G,KT&G Corporation,1999.10.8,KOSPI,주권,,보통주,5000,137292497
KR7064820004,64820,케이프,케이프,CAPE INDUSTRIES LTD.,2007.5.29,KOSDAQ,주권,벤처기업부,보통주,500,30901728
KR7347140006,347140,케이프이에스제4호기업인수목적,케이프이에스제4호,CAPE-ES No.4 Special Purpose Acquisition Company,2020.3.24,KOSDAQ,주권,SPAC(소속부없음),보통주,100,3009000
KR7256940008,256940,케이피에스,케이피에스,KPS Corporation,2017.9.6,KOSDAQ,주권,벤처기업부,보통주,500,18535991
KR7024880007,24880,케이피에프,케이피에프,KPF,1994.12.29,KOSDAQ,주권,우량기업부,보통주,500,17718250
KR7114450000,114450,케이피엑스라이프사이언스,KPX생명과학,"KPX LIFESCIENCE CO., LTD.",2009.12.22,KOSDAQ,주권,중견기업부,보통주,500,15000000
KR7042040006,42040,케이피엠테크,케이피엠테크,"KPM TECH CO., LTD.",2003.1.7,KOSDAQ,주권,중견기업부,보통주,100,145677729
KR7054410006,54410,케이피티유,케이피티유,"Korea Plasma Technology U Co.,Ltd",2002.4.25,KOSDAQ,주권,벤처기업부,보통주,500,5060000
KR7274090000,274090,켄코아에어로스페이스,켄코아에어로스페이스,Kencoa Aerospace Corporation,2020.3.3,KOSDAQ,주권,기술성장기업부,보통주,500,11784088
KR7217600006,217600,켐온,켐온,CHEMON Inc.,2015.6.26,KOSDAQ,주권,중견기업부,보통주,100,63861340
KR7089010003,89010,켐트로닉스,켐트로닉스,"CHEMTRONICS Co., Ltd.",2007.1.17,KOSDAQ,주권,우량기업부,보통주,500,14858157
KR7220260004,220260,켐트로스,켐트로스,"Chemtros Co., Ltd.",2015.7.27,KOSDAQ,주권,벤처기업부,보통주,100,26558307
KR7052400009,52400,코나아이,코나아이,"KONA I CO.,LTD.",2001.10.18,KOSDAQ,주권,중견기업부,보통주,500,15559118
KR7046070009,46070,코다코,코다코,"KODACO CO., LTD",2000.12.26,KOSDAQ,주권,관리종목(소속부없음),보통주,500,39064256
KR7047770003,47770,코데즈컴바인,코데즈컴바인,"Codes Combine Co.,Ltd.",2001.9.18,KOSDAQ,주권,중견기업부,보통주,500,37842602
KR7078940004,78940,코드네이처,코드네이처,CODENATURE INC.,2004.8.27,KOSDAQ,주권,중견기업부,보통주,500,32452021
KR7080530009,80530,코디,코디,"KODI Co.,LTD.",2010.1.5,KOSDAQ,주권,중견기업부,보통주,500,28291298
KR7224060004,224060,코디엠,코디엠,"CODI-M Co., LTD.",2015.12.29,KOSDAQ,주권,중견기업부,보통주,100,273760088
KR7357120005,357120,코람코에너지플러스리츠보통주,코람코에너지리츠,KORAMCO ENERGY PLUS REIT,2020.8.31,KOSPI,부동산투자회사,,보통주,500,69620000
KR7104540000,104540,코렌텍,코렌텍,"Corentec Co., Ltd.",2013.3.5,KOSDAQ,주권,기술성장기업부,보통주,500,11829702
KR7027050004,27050,코리아나화장품,코리아나,"COREANA COSMETICS CO.,LTD",1999.12.10,KOSDAQ,주권,중견기업부,보통주,500,40000000
KR7290510007,290510,코리아센터,코리아센터,"Koreacenter Co.,Ltd.",2019.11.29,KOSDAQ,주권,우량기업부,보통주,100,76200637
KR7007811003,7815,코리아써키트1우선주,코리아써우,KoreaCircuit(1P),1989.7.4,KOSPI,주권,,구형우선주,500,2964690
KR700781K015,00781K,코리아써키트2우선주(신형),코리아써키트2우B,KOREA CIRCUIT(2PB),2013.6.17,KOSPI,주권,,종류주권,500,783699
KR7007810005,7810,코리아써키트보통주,코리아써키트,KoreaCircuit,1985.9.9,KOSPI,주권,,보통주,500,23620751
KR7190650002,190650,코리아에셋투자증권,코리아에셋투자증권,"KOREA ASSET INVESTMENT SECURITIES CO.,LTD.",2019.11.20,KOSDAQ,주권,중견기업부,보통주,5000,6388000
KR7101670008,101670,코리아에스이,코리아에스이,KOREA SE CORPORATION,2008.7.15,KOSDAQ,주권,벤처기업부,보통주,200,18900000
KR7123410003,123410,코리아에프티,코리아에프티,KOREA FUEL-TECH CORPORATION,2010.8.27,KOSDAQ,주권,우량기업부,보통주,100,27841064
KR7003690005,3690,코리안리재보험보통주,코리안리,Korean Reinsurance Company,1969.12.22,KOSPI,주권,,보통주,500,120369116
KR7036690006,36690,코맥스,코맥스,"COMMAX Co.,Ltd.",2000.1.18,KOSDAQ,주권,우량기업부,보통주,500,15287331
KR7049430002,49430,코메론,코메론,KOMELON CORPORATION,2001.1.16,KOSDAQ,주권,우량기업부,보통주,500,9048000
KR7183300003,183300,코미코,코미코,KoMiCo Ltd.,2017.3.23,KOSDAQ,주권,우량기업부,보통주,500,10020447
KR7041960006,41960,코미팜,코미팜,"KOMIPHARM INTERNATIONAL CO., LTD.",2001.10.30,KOSDAQ,주권,벤처기업부,보통주,100,64185876
KR7089890008,89890,코세스,코세스,"KOSES Co.,Ltd",2006.11.8,KOSDAQ,주권,우량기업부,보통주,500,16584962
KR7009730003,9730,코센,코센,"KOSSEN Co.,Ltd.",1990.7.27,KOSDAQ,주권,관리종목(소속부없음),보통주,500,29170165
KR7082660002,82660,코스나인,코스나인,"Cosnine Co., Ltd",2005.10.5,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,47952433
KR7192820009,192820,코스맥스보통주,코스맥스,"COSMAX, INC.",2014.4.7,KOSPI,주권,,보통주,500,11349509
KR7044820009,44820,코스맥스비티아이 주식회사 보통주,코스맥스비티아이,COSMAX BTI,2006.11.13,KOSPI,주권,,보통주,500,9603921
KR7222040008,222040,코스맥스엔비티,코스맥스엔비티,"COSMAX NBT, INC.",2015.12.16,KOSDAQ,주권,중견기업부,보통주,500,20628000
KR7241710003,241710,코스메카코리아,코스메카코리아,"COSMECCA KOREA CO.,LTD.",2016.10.28,KOSDAQ,주권,우량기업부,보통주,500,10680000
KR7005070008,5070,코스모신소재보통주,코스모신소재,CosmoAM&T,1987.9.28,KOSPI,주권,,보통주,1000,30086889
KR7005420005,5420,코스모화학보통주,코스모화학,COSMOCHEMICALCO,1987.7.23,KOSPI,주권,,보통주,1000,27860157
KR7069110005,69110,코스온,코스온,"COSON Co., Ltd.",2003.10.14,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,23940660
KR7071950000,71950,코아스보통주,코아스,KOAS,2005.8.4,KOSPI,주권,,보통주,500,30907210
KR7166480004,166480,코아스템,코아스템,CORESTEM Inc.,2015.6.26,KOSDAQ,주권,기술성장기업부,보통주,500,15867769
KR7045970001,45970,코아시아,코아시아,CoAsia Corporation,2000.8.3,KOSDAQ,주권,중견기업부,보통주,500,26314876
KR7196450001,196450,코아시아옵틱스,코아시아옵틱스,CoAsia Optics,2014.6.2,KOSDAQ,주권,중견기업부,보통주,1000,41232626
KR7029960002,29960,코엔텍,코엔텍,"Korea Environment Technology Co., LTD.",2004.6.18,KOSDAQ,주권,우량기업부,보통주,500,50000000
KR7002021004,2025,코오롱1우선주,코오롱우,KOLON CORPORATION(1P),1989.8.22,KOSPI,주권,,구형우선주,5000,1076390
KR7003071008,3075,코오롱글로벌1우선주,코오롱글로벌우,KolonGlobalCorporation(1P),1989.12.11,KOSPI,주권,,구형우선주,5000,312803
KR7003070000,3070,코오롱글로벌보통주,코오롱글로벌,KolonGlobalCorporation,1978.9.15,KOSPI,주권,,보통주,5000,25210438
KR7002020006,2020,코오롱보통주,코오롱,KOLON CORPORATION,1975.6.23,KOSPI,주권,,보통주,5000,12626426
KR7102940004,102940,코오롱생명과학,코오롱생명과학,KOLON LIFE SCIENCE Inc.,2009.4.7,KOSDAQ,주권,관리종목(소속부없음),보통주,500,11412356
KR7120111000,120115,코오롱인더스트리1우선주,코오롱인더우,KOLON INDUSTRIES(1P),2010.2.1,KOSPI,주권,,구형우선주,5000,2767860
KR7120110002,120110,코오롱인더스트리보통주,코오롱인더,KOLON INDUSTRIES,2010.2.1,KOSPI,주권,,보통주,5000,27519091
KR8840120008,950160,코오롱티슈진,코오롱티슈진,"Kolon TissueGene, Inc.",2017.11.6,KOSDAQ,주식예탁증권,투자주의환기종목(소속부없음),보통주,0,61117550
KR7138490008,138490,코오롱플라스틱보통주,코오롱플라스틱,"KOLON PLASTICS, INC.",2011.6.15,KOSPI,주권,,보통주,1000,38000000
KR7021240007,21240,코웨이보통주,코웨이,COWAY,2001.8.7,KOSPI,주권,,보통주,500,73799619
KR7033290008,33290,코웰패션,코웰패션,"COWELL FASHION CO.,LTD",1997.10.13,KOSDAQ,주권,우량기업부,보통주,500,88500234
KR7056360001,56360,코위버,코위버,"COWEAVER Co.,Ltd.",2001.12.4,KOSDAQ,주권,우량기업부,보통주,500,9796800
KR7282880004,282880,코윈테크,코윈테크,"COWINTECH Co., Ltd",2019.8.5,KOSDAQ,주권,우량기업부,보통주,500,9475048
KR7121850002,121850,코이즈,코이즈,"KOYJ.CO.,LTD",2012.9.27,KOSDAQ,주권,벤처기업부,보통주,500,15499274
KR7015710007,15710,코콤,코콤,"KOCOM CO., LTD",1997.9.30,KOSDAQ,주권,우량기업부,보통주,500,17530500
KR7052330008,52330,코텍,코텍,KORTEK CORPORATION,2001.7.10,KOSDAQ,주권,우량기업부,보통주,500,15574552
KR7322780008,322780,코퍼스코리아,코퍼스코리아,"COPUS KOREA Co., Ltd.",2019.5.31,KOSDAQ,주권,벤처기업부,보통주,100,35755674
KR7126600006,126600,코프라,코프라,"KOPLA Co., LTD.",2010.11.12,KOSDAQ,주권,우량기업부,보통주,500,21115634
KR7200130003,200130,콜마비앤에이치,콜마비앤에이치,"KolmarBNH Co., Ltd",2014.7.23,KOSDAQ,주권,우량기업부,보통주,500,29543558
KR7031820004,31820,콤텍시스템보통주,콤텍시스템,ComtecSystems,1997.2.12,KOSPI,주권,,보통주,500,121051466
KR7294570007,294570,쿠콘,쿠콘,coocon Corporation,2021.4.28,KOSDAQ,주권,벤처기업부,보통주,500,8077071
KR7192400000,192400,쿠쿠홀딩스보통주,쿠쿠홀딩스,"Cuckoo Holdings Co.,Ltd",2014.8.6,KOSPI,주권,,보통주,100,35562185
KR7284740008,284740,쿠쿠홈시스보통주,쿠쿠홈시스,CUCKOO HOMESYS,2018.1.11,KOSPI,주권,,보통주,100,22437330
KR7317690006,317690,퀀타매트릭스,퀀타매트릭스,QuantaMatrix Incorporated,2020.12.9,KOSDAQ,주권,기술성장기업부,보통주,500,14872724
KR7365270008,365270,큐라클,큐라클,"curacle co., ltd.",2021.7.22,KOSDAQ,주권,기술성장기업부,보통주,500,13582968
KR7060280005,60280,큐렉소,큐렉소,"CUREXO, INC.",2002.7.3,KOSDAQ,주권,중견기업부,보통주,500,33437417
KR7015590003,15590,큐로보통주,큐로,CURO,1989.5.27,KOSPI,주권,,보통주,500,231211638
KR7040350001,40350,큐로컴,큐로컴,"CUROCOM Co.,Ltd",2002.1.10,KOSDAQ,주권,벤처기업부,보통주,500,125973472
KR7051780005,51780,큐로홀딩스,큐로홀딩스,"CUROHOLDINGS Co., Ltd.",2001.6.26,KOSDAQ,주권,중견기업부,보통주,500,124422450
KR7115180002,115180,큐리언트,큐리언트,"Qurient Co., Ltd.",2016.2.29,KOSDAQ,주권,관리종목(소속부없음),보통주,500,8883462
KR7182360008,182360,큐브엔터테인먼트,큐브엔터,"CUBE ENTERTAINMENT, INC.",2013.11.21,KOSDAQ,주권,중견기업부,보통주,500,13804687
KR7066310004,66310,큐에스아이,큐에스아이,"Q.S.I Co., Ltd.",2006.11.24,KOSDAQ,주권,벤처기업부,보통주,500,8491100
KR7136660008,136660,큐엠씨,큐엠씨,QMC,2014.7.1,KONEX,주권,일반기업부,보통주,500,9443800
KR7016600009,16600,큐캐피탈파트너스,큐캐피탈,"Q Capital Partners Co., Ltd.",1993.6.21,KOSDAQ,주권,벤처기업부,보통주,500,170790807
KR726490K013,26490K,크라운제과1우선주,크라운제과우,CROWN(1P),2017.4.11,KOSPI,주권,,신형우선주,200,773560
KR7264900002,264900,크라운제과보통주,크라운제과,CROWN,2017.4.11,KOSPI,주권,,보통주,200,12523850
KR7005741004,5745,크라운해태홀딩스1우선주,크라운해태홀딩스우,CROWNHAITAI Holdings(1P),1994.11.22,KOSPI,주권,,구형우선주,500,600726
KR7005740006,5740,크라운해태홀딩스보통주,크라운해태홀딩스,CROWNHAITAI Holdings,1976.6.30,KOSPI,주권,,보통주,500,14847347
KR7259960003,259960,크래프톤보통주,크래프톤,KRAFTON,2021.8.10,KOSPI,주권,,보통주,100,48956545
KR7215570003,215570,크로넥스,크로넥스,CRONEX,2015.12.28,KONEX,주권,일반기업부,보통주,500,5078057
KR7043590009,43590,크로바하이텍,크로바하이텍,"CLOVER HITECHNOLOGY CO., LTD",2001.12.20,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,30755643
KR7114120009,114120,크루셜텍,크루셜텍,"Crucialtec Co., Ltd.",2010.7.21,KOSDAQ,주권,관리종목(소속부없음),보통주,1000,20961315
KR7110790003,110790,크리스에프앤씨,크리스에프앤씨,"CreaS F&C Co., Ltd.",2018.10.1,KOSDAQ,주권,우량기업부,보통주,1000,11715480
KR7083790006,83790,크리스탈지노믹스,크리스탈지노믹스,CrystalGenomics,2006.1.6,KOSDAQ,주권,기술성장기업부,보통주,500,69246486
KR7045520004,45520,크린앤사이언스,크린앤사이언스,"Clean & Science Co., Ltd",2000.12.5,KOSDAQ,주권,우량기업부,보통주,500,6500000
KR7036170009,36170,클라우드에어,클라우드에어,"Cloud Air Co.,Ltd.",1999.12.21,KOSDAQ,주권,중견기업부,보통주,1000,56032293
KR7214150005,214150,클래시스,클래시스,CLASSYS Inc.,2015.4.3,KOSDAQ,주권,우량기업부,보통주,100,64716864
KR7352770002,352770,클리노믹스,클리노믹스,Clinomics Inc.,2020.12.4,KOSDAQ,주권,기술성장기업부,보통주,100,13470141
KR7237880000,237880,클리오,클리오,"CLIO Cosmetics Co., Ltd",2016.11.9,KOSDAQ,주권,우량기업부,보통주,500,17393012
KR7139670004,139670,키네마스터,키네마스터,KineMaster Corporation,2011.12.2,KOSDAQ,주권,벤처기업부,보통주,500,13546307
KR7020120002,20120,키다리스튜디오보통주,키다리스튜디오,KidariStudio,1996.7.3,KOSPI,주권,,보통주,500,33296832
KR7039490008,39490,키움증권보통주,키움증권,KIWOOM Securities,2009.8.3,KOSPI,주권,,보통주,5000,26219513
KR7054780002,54780,키이스트,키이스트,"KEYEAST Co., Ltd.",2003.11.14,KOSDAQ,주권,중견기업부,보통주,500,18127998
KR7219130002,219130,타이거일렉,타이거일렉,"TigerElec Co.,Ltd.",2015.9.25,KOSDAQ,주권,중견기업부,보통주,500,6314290
KR7318660008,318660,타임기술,타임기술,TIME Technical Support,2021.6.24,KONEX,주권,일반기업부,보통주,500,2122101
KR7180060006,180060,탑선,탑선,TOPSUN,2017.10.27,KONEX,주권,일반기업부,보통주,500,8506666
KR7065130007,65130,탑엔지니어링,탑엔지니어링,Top Engineering Company Limited,2003.1.29,KOSDAQ,주권,우량기업부,보통주,500,15976257
KR7014580005,14580,태경비케이보통주,태경비케이,TAEKYUNG BK,1991.3.7,KOSPI,주권,,보통주,500,27583100
KR7015890007,15890,태경산업보통주,태경산업,TaekyungIndustrial,1996.1.30,KOSPI,주권,,보통주,500,29228750
KR7006890008,6890,태경케미컬보통주,태경케미컬,"TAEKYUNGCHEMICALCO.,LTD",2003.1.28,KOSPI,주권,,보통주,500,11600000
KR7023160005,23160,태광,태광,T. K. CORPORATION,1994.9.7,KOSDAQ,주권,우량기업부,보통주,500,26500000
KR7003240009,3240,태광산업보통주,태광산업,TaekwangIndustrial,1975.12.27,KOSPI,주권,,보통주,5000,1113400
KR7011280005,11280,태림포장보통주,태림포장,Tailim Packaging,1988.12.20,KOSPI,주권,,보통주,500,70805940
KR7053620001,53620,태양,태양,TAEYANG Corporation,2001.8.7,KOSDAQ,주권,우량기업부,보통주,500,8600000
KR7004101002,4105,태양금속공업1우선주,태양금속우,TaeyangMetalIndustrial(1P),1990.1.8,KOSPI,주권,,구형우선주,500,3300000
KR7004100004,4100,태양금속공업보통주,태양금속,TaeyangMetalIndustrial,1976.5.25,KOSPI,주권,,보통주,500,36700000
KR7116100009,116100,태양기계 주식회사,태양기계,"Sun Machinery Co.,LTD",2013.7.1,KONEX,주권,일반기업부,보통주,500,6239986
KR7009410002,9410,태영건설보통주,태영건설,TAEYOUNG ENGINEERING & CONSTRUCTION,1989.11.13,KOSPI,주권,,보통주,500,38899098
KR7009411000,9415,태영건설우선주,태영건설우,TAEYOUNG ENGINEERING & CONSTRUCTION(1P),1994.11.22,KOSPI,주권,,구형우선주,500,1302142
KR7044490001,44490,태웅,태웅,"TAEWOONG CO., LTD.",2001.11.8,KOSDAQ,주권,관리종목(소속부없음),보통주,500,20007381
KR7124560004,124560,태웅로직스,태웅로직스,"Taewoong Logistics Co., Ltd.",2019.12.10,KOSDAQ,주권,우량기업부,보통주,100,19536792
KR7001420009,1420,태원물산보통주,태원물산,TaewonMulsan,1975.6.24,KOSPI,주권,,보통주,500,7600000
KR7007980006,7980,태평양물산보통주,태평양물산,PAN-PACIFIC,1994.12.27,KOSPI,주권,,보통주,500,48149587
KR7191420009,191420,테고사이언스,테고사이언스,"Tego Science, Inc.",2014.11.6,KOSDAQ,주권,벤처기업부,보통주,500,8108834
KR7073640005,73640,테라사이언스,테라사이언스,"TERA SCIENCE Co.,LTD",2004.1.6,KOSDAQ,주권,중견기업부,보통주,100,73354912
